BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	1
Frequency:    	240 Hz
Frames:       	6860
Start time:   	0.000

 Frame	  Time	    l gr.X	    l gr.Y	    l gr.Z	
   242	 1.008	       NaN	       NaN	       NaN	
   243	 1.013	       NaN	       NaN	       NaN	
   244	 1.017	       NaN	       NaN	       NaN	
   245	 1.021	       NaN	       NaN	       NaN	
   246	 1.025	       NaN	       NaN	       NaN	
   247	 1.029	       NaN	       NaN	       NaN	
   248	 1.033	       NaN	       NaN	       NaN	
   249	 1.038	       NaN	       NaN	       NaN	
   250	 1.042	       NaN	       NaN	       NaN	
   251	 1.046	       NaN	       NaN	       NaN	
   252	 1.050	       NaN	       NaN	       NaN	
   253	 1.054	       NaN	       NaN	       NaN	
   254	 1.058	       NaN	       NaN	       NaN	
   255	 1.063	       NaN	       NaN	       NaN	
   256	 1.067	       NaN	       NaN	       NaN	
   257	 1.071	       NaN	       NaN	       NaN	
   258	 1.075	       NaN	       NaN	       NaN	
   259	 1.079	       NaN	       NaN	       NaN	
   260	 1.083	       NaN	       NaN	       NaN	
   261	 1.087	       NaN	       NaN	       NaN	
   262	 1.092	       NaN	       NaN	       NaN	
   263	 1.096	       NaN	       NaN	       NaN	
   264	 1.100	       NaN	       NaN	       NaN	
   265	 1.104	       NaN	       NaN	       NaN	
   266	 1.108	       NaN	       NaN	       NaN	
   267	 1.112	       NaN	       NaN	       NaN	
   268	 1.117	       NaN	       NaN	       NaN	
   269	 1.121	       NaN	       NaN	       NaN	
   270	 1.125	       NaN	       NaN	       NaN	
   271	 1.129	       NaN	       NaN	       NaN	
   272	 1.133	       NaN	       NaN	       NaN	
   273	 1.138	       NaN	       NaN	       NaN	
   274	 1.142	       NaN	       NaN	       NaN	
   275	 1.146	       NaN	       NaN	       NaN	
   276	 1.150	       NaN	       NaN	       NaN	
   277	 1.154	       NaN	       NaN	       NaN	
   278	 1.158	       NaN	       NaN	       NaN	
   279	 1.163	       NaN	       NaN	       NaN	
   280	 1.167	       NaN	       NaN	       NaN	
   281	 1.171	       NaN	       NaN	       NaN	
   282	 1.175	       NaN	       NaN	       NaN	
   283	 1.179	       NaN	       NaN	       NaN	
   284	 1.183	       NaN	       NaN	       NaN	
   285	 1.188	       NaN	       NaN	       NaN	
   286	 1.192	       NaN	       NaN	       NaN	
   287	 1.196	       NaN	       NaN	       NaN	
   288	 1.200	       NaN	       NaN	       NaN	
   289	 1.204	       NaN	       NaN	       NaN	
   290	 1.208	       NaN	       NaN	       NaN	
   291	 1.212	       NaN	       NaN	       NaN	
   292	 1.217	       NaN	       NaN	       NaN	
   293	 1.221	       NaN	       NaN	       NaN	
   294	 1.225	       NaN	       NaN	       NaN	
   295	 1.229	       NaN	       NaN	       NaN	
   296	 1.233	       NaN	       NaN	       NaN	
   297	 1.237	       NaN	       NaN	       NaN	
   298	 1.242	       NaN	       NaN	       NaN	
   299	 1.246	       NaN	       NaN	       NaN	
   300	 1.250	       NaN	       NaN	       NaN	
   301	 1.254	       NaN	       NaN	       NaN	
   302	 1.258	       NaN	       NaN	       NaN	
   303	 1.263	       NaN	       NaN	       NaN	
   304	 1.267	       NaN	       NaN	       NaN	
   305	 1.271	       NaN	       NaN	       NaN	
   306	 1.275	       NaN	       NaN	       NaN	
   307	 1.279	       NaN	       NaN	       NaN	
   308	 1.283	       NaN	       NaN	       NaN	
   309	 1.288	       NaN	       NaN	       NaN	
   310	 1.292	       NaN	       NaN	       NaN	
   311	 1.296	       NaN	       NaN	       NaN	
   312	 1.300	       NaN	       NaN	       NaN	
   313	 1.304	       NaN	       NaN	       NaN	
   314	 1.308	       NaN	       NaN	       NaN	
   315	 1.313	       NaN	       NaN	       NaN	
   316	 1.317	       NaN	       NaN	       NaN	
   317	 1.321	       NaN	       NaN	       NaN	
   318	 1.325	       NaN	       NaN	       NaN	
   319	 1.329	       NaN	       NaN	       NaN	
   320	 1.333	       NaN	       NaN	       NaN	
   321	 1.337	       NaN	       NaN	       NaN	
   322	 1.342	       NaN	       NaN	       NaN	
   323	 1.346	       NaN	       NaN	       NaN	
   324	 1.350	       NaN	       NaN	       NaN	
   325	 1.354	       NaN	       NaN	       NaN	
   326	 1.358	       NaN	       NaN	       NaN	
   327	 1.362	       NaN	       NaN	       NaN	
   328	 1.367	       NaN	       NaN	       NaN	
   329	 1.371	       NaN	       NaN	       NaN	
   330	 1.375	       NaN	       NaN	       NaN	
   331	 1.379	       NaN	       NaN	       NaN	
   332	 1.383	       NaN	       NaN	       NaN	
   333	 1.388	       NaN	       NaN	       NaN	
   334	 1.392	       NaN	       NaN	       NaN	
   335	 1.396	       NaN	       NaN	       NaN	
   336	 1.400	       NaN	       NaN	       NaN	
   337	 1.404	       NaN	       NaN	       NaN	
   338	 1.408	       NaN	       NaN	       NaN	
   339	 1.413	       NaN	       NaN	       NaN	
   340	 1.417	       NaN	       NaN	       NaN	
   341	 1.421	       NaN	       NaN	       NaN	
   342	 1.425	       NaN	       NaN	       NaN	
   343	 1.429	       NaN	       NaN	       NaN	
   344	 1.433	       NaN	       NaN	       NaN	
   345	 1.438	       NaN	       NaN	       NaN	
   346	 1.442	       NaN	       NaN	       NaN	
   347	 1.446	       NaN	       NaN	       NaN	
   348	 1.450	       NaN	       NaN	       NaN	
   349	 1.454	       NaN	       NaN	       NaN	
   350	 1.458	       NaN	       NaN	       NaN	
   351	 1.462	       NaN	       NaN	       NaN	
   352	 1.467	       NaN	       NaN	       NaN	
   353	 1.471	       NaN	       NaN	       NaN	
   354	 1.475	       NaN	       NaN	       NaN	
   355	 1.479	       NaN	       NaN	       NaN	
   356	 1.483	       NaN	       NaN	       NaN	
   357	 1.487	       NaN	       NaN	       NaN	
   358	 1.492	       NaN	       NaN	       NaN	
   359	 1.496	       NaN	       NaN	       NaN	
   360	 1.500	       NaN	       NaN	       NaN	
   361	 1.504	       NaN	       NaN	       NaN	
   362	 1.508	       NaN	       NaN	       NaN	
   363	 1.513	       NaN	       NaN	       NaN	
   364	 1.517	       NaN	       NaN	       NaN	
   365	 1.521	       NaN	       NaN	       NaN	
   366	 1.525	       NaN	       NaN	       NaN	
   367	 1.529	       NaN	       NaN	       NaN	
   368	 1.533	       NaN	       NaN	       NaN	
   369	 1.538	       NaN	       NaN	       NaN	
   370	 1.542	       NaN	       NaN	       NaN	
   371	 1.546	       NaN	       NaN	       NaN	
   372	 1.550	       NaN	       NaN	       NaN	
   373	 1.554	       NaN	       NaN	       NaN	
   374	 1.558	       NaN	       NaN	       NaN	
   375	 1.563	       NaN	       NaN	       NaN	
   376	 1.567	       NaN	       NaN	       NaN	
   377	 1.571	       NaN	       NaN	       NaN	
   378	 1.575	       NaN	       NaN	       NaN	
   379	 1.579	       NaN	       NaN	       NaN	
   380	 1.583	       NaN	       NaN	       NaN	
   381	 1.587	       NaN	       NaN	       NaN	
   382	 1.592	       NaN	       NaN	       NaN	
   383	 1.596	       NaN	       NaN	       NaN	
   384	 1.600	       NaN	       NaN	       NaN	
   385	 1.604	       NaN	       NaN	       NaN	
   386	 1.608	       NaN	       NaN	       NaN	
   387	 1.612	       NaN	       NaN	       NaN	
   388	 1.617	       NaN	       NaN	       NaN	
   389	 1.621	       NaN	       NaN	       NaN	
   390	 1.625	       NaN	       NaN	       NaN	
   391	 1.629	       NaN	       NaN	       NaN	
   392	 1.633	       NaN	       NaN	       NaN	
   393	 1.638	       NaN	       NaN	       NaN	
   394	 1.642	       NaN	       NaN	       NaN	
   395	 1.646	       NaN	       NaN	       NaN	
   396	 1.650	       NaN	       NaN	       NaN	
   397	 1.654	       NaN	       NaN	       NaN	
   398	 1.658	       NaN	       NaN	       NaN	
   399	 1.663	       NaN	       NaN	       NaN	
   400	 1.667	       NaN	       NaN	       NaN	
   401	 1.671	       NaN	       NaN	       NaN	
   402	 1.675	       NaN	       NaN	       NaN	
   403	 1.679	       NaN	       NaN	       NaN	
   404	 1.683	       NaN	       NaN	       NaN	
   405	 1.688	       NaN	       NaN	       NaN	
   406	 1.692	       NaN	       NaN	       NaN	
   407	 1.696	       NaN	       NaN	       NaN	
   408	 1.700	       NaN	       NaN	       NaN	
   409	 1.704	       NaN	       NaN	       NaN	
   410	 1.708	       NaN	       NaN	       NaN	
   411	 1.712	       NaN	       NaN	       NaN	
   412	 1.717	       NaN	       NaN	       NaN	
   413	 1.721	       NaN	       NaN	       NaN	
   414	 1.725	       NaN	       NaN	       NaN	
   415	 1.729	       NaN	       NaN	       NaN	
   416	 1.733	       NaN	       NaN	       NaN	
   417	 1.737	       NaN	       NaN	       NaN	
   418	 1.742	       NaN	       NaN	       NaN	
   419	 1.746	       NaN	       NaN	       NaN	
   420	 1.750	       NaN	       NaN	       NaN	
   421	 1.754	       NaN	       NaN	       NaN	
   422	 1.758	       NaN	       NaN	       NaN	
   423	 1.763	       NaN	       NaN	       NaN	
   424	 1.767	       NaN	       NaN	       NaN	
   425	 1.771	       NaN	       NaN	       NaN	
   426	 1.775	       NaN	       NaN	       NaN	
   427	 1.779	       NaN	       NaN	       NaN	
   428	 1.783	       NaN	       NaN	       NaN	
   429	 1.788	       NaN	       NaN	       NaN	
   430	 1.792	       NaN	       NaN	       NaN	
   431	 1.796	       NaN	       NaN	       NaN	
   432	 1.800	       NaN	       NaN	       NaN	
   433	 1.804	       NaN	       NaN	       NaN	
   434	 1.808	       NaN	       NaN	       NaN	
   435	 1.813	       NaN	       NaN	       NaN	
   436	 1.817	       NaN	       NaN	       NaN	
   437	 1.821	       NaN	       NaN	       NaN	
   438	 1.825	       NaN	       NaN	       NaN	
   439	 1.829	       NaN	       NaN	       NaN	
   440	 1.833	       NaN	       NaN	       NaN	
   441	 1.837	       NaN	       NaN	       NaN	
   442	 1.842	       NaN	       NaN	       NaN	
   443	 1.846	       NaN	       NaN	       NaN	
   444	 1.850	       NaN	       NaN	       NaN	
   445	 1.854	       NaN	       NaN	       NaN	
   446	 1.858	       NaN	       NaN	       NaN	
   447	 1.862	       NaN	       NaN	       NaN	
   448	 1.867	       NaN	       NaN	       NaN	
   449	 1.871	       NaN	       NaN	       NaN	
   450	 1.875	       NaN	       NaN	       NaN	
   451	 1.879	       NaN	       NaN	       NaN	
   452	 1.883	       NaN	       NaN	       NaN	
   453	 1.888	       NaN	       NaN	       NaN	
   454	 1.892	       NaN	       NaN	       NaN	
   455	 1.896	       NaN	       NaN	       NaN	
   456	 1.900	       NaN	       NaN	       NaN	
   457	 1.904	       NaN	       NaN	       NaN	
   458	 1.908	       NaN	       NaN	       NaN	
   459	 1.913	       NaN	       NaN	       NaN	
   460	 1.917	       NaN	       NaN	       NaN	
   461	 1.921	       NaN	       NaN	       NaN	
   462	 1.925	       NaN	       NaN	       NaN	
   463	 1.929	       NaN	       NaN	       NaN	
   464	 1.933	       NaN	       NaN	       NaN	
   465	 1.938	       NaN	       NaN	       NaN	
   466	 1.942	       NaN	       NaN	       NaN	
   467	 1.946	       NaN	       NaN	       NaN	
   468	 1.950	       NaN	       NaN	       NaN	
   469	 1.954	       NaN	       NaN	       NaN	
   470	 1.958	       NaN	       NaN	       NaN	
   471	 1.962	       NaN	       NaN	       NaN	
   472	 1.967	       NaN	       NaN	       NaN	
   473	 1.971	       NaN	       NaN	       NaN	
   474	 1.975	       NaN	       NaN	       NaN	
   475	 1.979	       NaN	       NaN	       NaN	
   476	 1.983	       NaN	       NaN	       NaN	
   477	 1.987	       NaN	       NaN	       NaN	
   478	 1.992	       NaN	       NaN	       NaN	
   479	 1.996	       NaN	       NaN	       NaN	
   480	 2.000	       NaN	       NaN	       NaN	
   481	 2.004	       NaN	       NaN	       NaN	
   482	 2.008	       NaN	       NaN	       NaN	
   483	 2.013	       NaN	       NaN	       NaN	
   484	 2.017	       NaN	       NaN	       NaN	
   485	 2.021	       NaN	       NaN	       NaN	
   486	 2.025	       NaN	       NaN	       NaN	
   487	 2.029	       NaN	       NaN	       NaN	
   488	 2.033	       NaN	       NaN	       NaN	
   489	 2.037	       NaN	       NaN	       NaN	
   490	 2.042	       NaN	       NaN	       NaN	
   491	 2.046	       NaN	       NaN	       NaN	
   492	 2.050	       NaN	       NaN	       NaN	
   493	 2.054	       NaN	       NaN	       NaN	
   494	 2.058	       NaN	       NaN	       NaN	
   495	 2.063	       NaN	       NaN	       NaN	
   496	 2.067	       NaN	       NaN	       NaN	
   497	 2.071	       NaN	       NaN	       NaN	
   498	 2.075	       NaN	       NaN	       NaN	
   499	 2.079	       NaN	       NaN	       NaN	
   500	 2.083	       NaN	       NaN	       NaN	
   501	 2.088	       NaN	       NaN	       NaN	
   502	 2.092	       NaN	       NaN	       NaN	
   503	 2.096	       NaN	       NaN	       NaN	
   504	 2.100	       NaN	       NaN	       NaN	
   505	 2.104	       NaN	       NaN	       NaN	
   506	 2.108	       NaN	       NaN	       NaN	
   507	 2.112	       NaN	       NaN	       NaN	
   508	 2.117	       NaN	       NaN	       NaN	
   509	 2.121	       NaN	       NaN	       NaN	
   510	 2.125	       NaN	       NaN	       NaN	
   511	 2.129	       NaN	       NaN	       NaN	
   512	 2.133	       NaN	       NaN	       NaN	
   513	 2.138	       NaN	       NaN	       NaN	
   514	 2.142	       NaN	       NaN	       NaN	
   515	 2.146	       NaN	       NaN	       NaN	
   516	 2.150	       NaN	       NaN	       NaN	
   517	 2.154	       NaN	       NaN	       NaN	
   518	 2.158	       NaN	       NaN	       NaN	
   519	 2.162	       NaN	       NaN	       NaN	
   520	 2.167	       NaN	       NaN	       NaN	
   521	 2.171	       NaN	       NaN	       NaN	
   522	 2.175	       NaN	       NaN	       NaN	
   523	 2.179	       NaN	       NaN	       NaN	
   524	 2.183	       NaN	       NaN	       NaN	
   525	 2.188	       NaN	       NaN	       NaN	
   526	 2.192	       NaN	       NaN	       NaN	
   527	 2.196	       NaN	       NaN	       NaN	
   528	 2.200	       NaN	       NaN	       NaN	
   529	 2.204	       NaN	       NaN	       NaN	
   530	 2.208	       NaN	       NaN	       NaN	
   531	 2.213	       NaN	       NaN	       NaN	
   532	 2.217	       NaN	       NaN	       NaN	
   533	 2.221	       NaN	       NaN	       NaN	
   534	 2.225	       NaN	       NaN	       NaN	
   535	 2.229	       NaN	       NaN	       NaN	
   536	 2.233	       NaN	       NaN	       NaN	
   537	 2.237	       NaN	       NaN	       NaN	
   538	 2.242	       NaN	       NaN	       NaN	
   539	 2.246	       NaN	       NaN	       NaN	
   540	 2.250	       NaN	       NaN	       NaN	
   541	 2.254	       NaN	       NaN	       NaN	
   542	 2.258	       NaN	       NaN	       NaN	
   543	 2.263	       NaN	       NaN	       NaN	
   544	 2.267	       NaN	       NaN	       NaN	
   545	 2.271	       NaN	       NaN	       NaN	
   546	 2.275	       NaN	       NaN	       NaN	
   547	 2.279	       NaN	       NaN	       NaN	
   548	 2.283	       NaN	       NaN	       NaN	
   549	 2.287	       NaN	       NaN	       NaN	
   550	 2.292	       NaN	       NaN	       NaN	
   551	 2.296	       NaN	       NaN	       NaN	
   552	 2.300	       NaN	       NaN	       NaN	
   553	 2.304	       NaN	       NaN	       NaN	
   554	 2.308	       NaN	       NaN	       NaN	
   555	 2.313	       NaN	       NaN	       NaN	
   556	 2.317	       NaN	       NaN	       NaN	
   557	 2.321	       NaN	       NaN	       NaN	
   558	 2.325	       NaN	       NaN	       NaN	
   559	 2.329	       NaN	       NaN	       NaN	
   560	 2.333	       NaN	       NaN	       NaN	
   561	 2.338	       NaN	       NaN	       NaN	
   562	 2.342	       NaN	       NaN	       NaN	
   563	 2.346	       NaN	       NaN	       NaN	
   564	 2.350	       NaN	       NaN	       NaN	
   565	 2.354	       NaN	       NaN	       NaN	
   566	 2.358	       NaN	       NaN	       NaN	
   567	 2.362	       NaN	       NaN	       NaN	
   568	 2.367	       NaN	       NaN	       NaN	
   569	 2.371	       NaN	       NaN	       NaN	
   570	 2.375	       NaN	       NaN	       NaN	
   571	 2.379	       NaN	       NaN	       NaN	
   572	 2.383	       NaN	       NaN	       NaN	
   573	 2.388	       NaN	       NaN	       NaN	
